epsilon,contaminant_location,replicate,n,hellinger_loss,hellinger_squared_loss,tv_loss
0.08,-2.0,2,200000,0.03552242555147827,0.0012618427170603163,0.044165370384607085
0.08,-2.0,3,200000,0.03879878406168333,0.0015053456446651322,0.045847429835079875
0.08,-1.5,0,200000,0.03314220313040434,0.0010984056283369834,0.0410018973619727
0.08,-1.5,1,200000,0.029398308864028038,0.0008642605640647895,0.037616304350788346
0.08,-1.5,2,200000,0.031715948822887356,0.00100590140973601,0.03905261837940106
0.08,-1.5,3,200000,0.03266169962418114,0.0010667866223402344,0.04061277622029823
0.08,-1.0,0,200000,0.037637700177275635,0.0014165964746344943,0.044958658525370586
0.08,-1.0,1,200000,0.030369367282310215,0.0009222984691278541,0.03800064129104979
0.08,-1.0,2,200000,0.028580327687596236,0.00081683513073038,0.03597264749141495
0.08,-1.0,3,200000,0.027541948526530958,0.0007585589286380808,0.03544269543736106
0.08,-0.5,0,200000,0.04188049048239342,0.001753975483045846,0.048347107271918634
0.08,-0.5,1,200000,0.031389249005314965,0.0009852849531176665,0.03894175628905174
0.08,-0.5,2,200000,0.0264462764975147,0.0006994055405829985,0.03465189702541563
0.08,-0.5,3,200000,0.023577220768362727,0.0005558853391601147,0.029845742334611503
0.08,0.0,0,200000,0.04496500343537128,0.002021851533942951,0.050676794528173565
0.08,0.0,1,200000,0.031440382141781305,0.0009884976292212407,0.038946924582596285
0.08,0.0,2,200000,0.025995258977372006,0.0006757534893006399,0.033917197034507164
0.08,0.0,3,200000,0.021072075014722212,0.0004440323454260801,0.026645795604056905
0.08,0.5,0,200000,0.04607170273586519,0.002122601792981928,0.05148174069680615
0.08,0.5,1,200000,0.030419682413637402,0.0009253570781465606,0.03741040320573345
0.08,0.5,2,200000,0.027470190834309967,0.0007546113844734073,0.03453058985429438
0.08,0.5,3,200000,0.020325292057143708,0.0004131174972081891,0.02623238526300184
0.08,1.0,0,200000,0.04469979326403852,0.0019980715178477835,0.050271775927109734
0.08,1.0,1,200000,0.028955945792519793,0.0008384467967393447,0.03578166421233226
0.08,1.0,2,200000,0.02995185256513581,0.0008971134720836327,0.03705118646404568
0.08,1.0,3,200000,0.02159131179164161,0.000466184744883882,0.02759976533430276
0.08,1.5,0,200000,0.04121937850984723,0.0016990371647380555,0.047595552192676305
0.08,1.5,1,200000,0.028416914280722093,0.0008075210172379072,0.03672644837735071
0.08,1.5,2,200000,0.032212590853598566,0.001037651009501342,0.03969847342451348
0.08,1.5,3,200000,0.02501419247280377,0.0006257098250664727,0.031303315300815274
0.08,2.0,0,200000,0.036765589585216786,0.001351708577548601,0.044709173544180664
0.08,2.0,1,200000,0.03060279047104654,0.0009365307846147769,0.0402979469793474
0.08,2.0,2,200000,0.03372123251698111,0.001137121522464304,0.04208284311199195
0.08,2.0,3,200000,0.030726157189993532,0.0009440967356641912,0.03845738078876115
0.08,2.5,0,200000,0.03346555051208814,0.0011199430710771227,0.044435299749747546
0.08,2.5,1,200000,0.036757109635974075,0.0013510851087910182,0.045557357035276094
0.08,2.5,2,200000,0.03546289545416783,0.0012576169539932373,0.04577775680753561
0.08,2.5,3,200000,0.039166664655833815,0.0015340276202625417,0.046419298672226
0.08,3.0,0,200000,0.03450081561517873,0.0011903062781125607,0.04680215718087594
0.08,3.0,1,200000,0.0474485411943439,0.0022513640614713498,0.051494768362582134
0.08,3.0,2,200000,0.03994343943541674,0.0015954783539308052,0.05071780794193596
0.08,3.0,3,200000,0.051146586368477145,0.0026159732971480923,0.05333787264837513
0.08,3.5,0,200000,0.04270811695348148,0.001823983253712252,0.049416170193307185
0.08,3.5,1,200000,0.06314752825166138,0.0039876103242943725,0.05788219936728909
0.08,3.5,2,200000,0.05040955973400886,0.0025411237125766073,0.05537090403233761
0.08,3.5,3,200000,0.06726140234166085,0.0045240962449667795,0.05911741146102819
0.08,4.0,0,200000,0.0589107835020812,0.0034704804128290823,0.05410438249208806
0.08,4.0,1,200000,0.08300445461426396,0.0068897394858114065,0.06349478030655906
0.08,4.0,2,200000,0.06770839165670021,0.004584426300737111,0.059721087404213266
0.08,4.0,3,200000,0.08692337295043776,0.007555672765080894,0.06373424349666511
0.16,-4.0,0,200000,0.11485014928435712,0.013190556790639116,0.11095635741781804
0.16,-4.0,1,200000,0.13283791002371703,0.01764591033946914,0.12107108247042007
0.16,-4.0,2,200000,0.14330733216824063,0.020536991453178454,0.12923813472473042
0.16,-4.0,3,200000,0.15508651350861802,0.024051826672258757,0.1338237877304344
0.16,-3.5,0,200000,0.08670368450475939,0.007517528906700853,0.09932941918267456
0.16,-3.5,1,200000,0.10404620074748093,0.010825611889985102,0.10957160321081615
0.16,-3.5,2,200000,0.11619571153865348,0.013501443379973969,0.12075780442054321
0.16,-3.5,3,200000,0.12915877573004156,0.01668198934808317,0.1261947178410219
0.16,-3.0,0,200000,0.06773242609354857,0.004587681544518019,0.0890395873893515
0.16,-3.0,1,200000,0.08104254406197649,0.0065678939480374,0.09760306373392767
0.16,-3.0,2,200000,0.09479119712007388,0.008985371051456702,0.11149958677537847
0.16,-3.0,3,200000,0.10662547290401364,0.011368991472004547,0.11645734796538013
0.16,-2.5,0,200000,0.05961095698620483,0.003553466192811163,0.08033517613174233
0.16,-2.5,1,200000,0.06600682149826581,0.0043569004843039254,0.08661760466963186
0.16,-2.5,2,200000,0.07972673844945316,0.006356352823787513,0.10046272890424526
0.16,-2.5,3,200000,0.08902755358635556,0.00792590529757141,0.10487352883078052
0.16,-2.0,0,200000,0.06076232482886796,0.0036920601186088637,0.07832404528077912
0.16,-2.0,1,200000,0.0585313000251353,0.003425913082632403,0.07726863541677273
0.16,-2.0,2,200000,0.06980945768558153,0.004873360382354998,0.08841432819283386
0.16,-2.0,3,200000,0.07548656106200696,0.005698220900968106,0.09224210298128138
0.16,-1.5,0,200000,0.06674575871940498,0.0044549963070290265,0.0840738365636794
0.16,-1.5,1,200000,0.056945867957600434,0.0032428318774444637,0.073945958691705
0.16,-1.5,2,200000,0.062306907853399755,0.003882150766252048,0.07838382055334048
0.16,-1.5,3,200000,0.06417025342675689,0.004117821424854205,0.08053666122839019
0.16,-1.0,0,200000,0.07431905229786126,0.005523321534452237,0.09107765755550702
0.16,-1.0,1,200000,0.05864975944793652,0.003439794283300819,0.07447574491016183
0.16,-1.0,2,200000,0.05630570651697596,0.003170332586375829,0.07180023181359951
0.16,-1.0,3,200000,0.05438237216127415,0.0029574424018873257,0.06961166858671175
0.16,-0.5,0,200000,0.08146716158694332,0.006636898417033134,0.09729806671034252
0.16,-0.5,1,200000,0.060902315448954844,0.003709092027044004,0.07608255481327546
0.16,-0.5,2,200000,0.052442216050297696,0.0027501860242661012,0.06875741355668481
0.16,-0.5,3,200000,0.04647019623873368,0.0021594791384664178,0.059382517185799275
0.16,0.0,0,200000,0.08643853103655216,0.007471619647756992,0.1012651222030776
0.16,0.0,1,200000,0.061696831207264276,0.003806498981017659,0.07675424362965488
0.16,0.0,2,200000,0.05168043748549814,0.002670867618692481,0.06783767200005848
0.16,0.0,3,200000,0.04143233997746819,0.0017166387960085086,0.052753811369013644
0.16,0.5,0,200000,0.08784246401132019,0.007716298483580083,0.10204199668435746
0.16,0.5,1,200000,0.060445485061179624,0.003653656664281289,0.07535349084699117
0.16,0.5,2,200000,0.054193508853000734,0.002936936401800269,0.06931218000806137
0.16,0.5,3,200000,0.040251013102813864,0.0016201440558028934,0.05157857097374645
0.16,1.0,0,200000,0.08497821621836522,0.00722129723165523,0.09917288093344909
0.16,1.0,1,200000,0.05825366214988884,0.003393489153873392,0.07386526543848511
0.16,1.0,2,200000,0.058458313702192954,0.0034173744409040003,0.07338631057303956
0.16,1.0,3,200000,0.043234319524273666,0.0018692063847269911,0.05534413006274701
0.16,1.5,0,200000,0.07852658062589626,0.006166423864795386,0.09358756136361793
0.16,1.5,1,200000,0.057721180304472625,0.0033317346557414384,0.07555826475551407
0.16,1.5,2,200000,0.062442741729103496,0.003899095994647523,0.07800937555676898
0.16,1.5,3,200000,0.050265628728946146,0.0025266334315162562,0.06411864709597843
0.16,2.0,0,200000,0.07036856847079745,0.004951735428629309,0.08731038416631051
0.16,2.0,1,200000,0.06188747815789099,0.003830059952743434,0.08192038351402502
0.16,2.0,2,200000,0.06533094126813825,0.004268131886980929,0.08281201321169239
0.16,2.0,3,200000,0.06129404437446317,0.00375695987577866,0.07803000153076514
0.16,2.5,0,200000,0.06438047030018522,0.0041448449560730315,0.0859147327505464
0.16,2.5,1,200000,0.07271664418492503,0.005287710341516991,0.09216882691790573
0.16,2.5,2,200000,0.06898156579483293,0.0047584564195068645,0.09074648745395653
0.16,2.5,3,200000,0.0766856592400213,0.0058806903330766635,0.09337610672583253
0.16,3.0,0,200000,0.0665365232662395,0.004427108928358831,0.09081440669454946
0.16,3.0,1,200000,0.09065834774795467,0.008218936016389077,0.10373010679037858
0.16,3.0,2,200000,0.07785034735245004,0.006060676582897126,0.10074295787875474
0.16,3.0,3,200000,0.09717530108581571,0.009443039141118935,0.10722191822216422
