attempt,components,support_half_width,amplitude,tv,hellinger
237,11,2.683041380092188,0.00044137095487289463,4.809805487182238e-05,3.960182650832344e-05
238,8,3.863575214938215,0.016636324914958093,0.0019036193322875263,0.0016102823798067394
239,11,2.1527280477608812,0.0011125728729704965,0.0002588625158088553,0.00025734850619255794
241,15,3.9940620919219185,0.0014605910617442753,0.00022470324603458388,0.00020811693768898266
242,5,1.5869760838438514,0.005575469473704662,0.0018702373786611212,0.0015824794292104048
243,5,3.0833843472546936,0.00038839582777229427,6.450325539990518e-05,5.67912881576872e-05
244,11,2.034615308730479,0.0012769457721648486,0.00029914655349776734,0.00023317191609836617
245,5,3.7626140249980278,0.10887736102637727,0.050126707365003215,0.03935638789746452
247,8,2.591257070663671,0.0003285886118587412,5.0636795885084204e-05,9.200040349631282e-05
248,11,3.364102629970445,0.000166344224239878,4.789386385804445e-05,4.2511577042567734e-05
249,5,2.225035284774923,0.10835327856480637,0.016027705161556598,0.015133924074270123
250,8,2.439504285165195,0.00016154743502116216,2.5196483543348805e-05,2.1943339797075876e-05
251,15,2.442334856725933,0.0008531728334201056,8.84779268492284e-05,6.980227145214025e-05
252,15,1.9561349088908693,0.0047775494054747404,0.00018896213093423422,0.00018559165589654336
253,11,1.9056025312774487,0.00010151996636092603,2.5233558518984134e-05,2.2741140921731124e-05
254,5,3.4452726611796374,0.00014719197629746976,5.779185289003932e-05,5.9612748487492375e-05
256,5,1.6321242872490727,0.0019000934063206245,3.2934077397907236e-05,2.9166253225362637e-05
257,11,1.6367051662916876,0.0010814999503563978,0.00029990841476422426,0.00024478885700897763
258,8,2.0567026107225463,0.031243082103488255,0.008146661240365314,0.006406544052656028
259,11,2.553026863732511,0.013162897340375724,0.002608818465793706,0.00195425707132545
260,11,3.6805462028636002,0.00746585309836335,0.0012702117483230466,0.0011469785114266524
261,15,1.9799124942514186,0.00020770470292154523,1.3337546212960239e-05,1.292278851708963e-05
262,5,2.4574334773907207,0.0012078610485926654,0.00046752984651944195,0.00036823540757216424
263,15,1.9550746609632785,0.0007501387689960752,0.00010170390738319652,8.591615958936453e-05
264,15,3.647267982657021,0.03732020722068064,0.005957865796012373,0.005371276912445424
265,15,3.9557577591559228,0.001075117679040148,0.00030312247701715713,0.00023763691714360417
266,11,3.818719004642222,0.00010132318908165481,2.006203594184334e-05,2.120311716920068e-05
267,8,3.591249833150681,0.005811431440904637,0.00042697523647232296,0.0004660590304807267
268,8,3.2047527739851622,0.012677116214542402,0.0025384674953459574,0.002497908424086509
270,5,2.082394703443085,0.003143128352804424,0.00033477218246341325,0.000592952490116833
271,15,2.255347114805453,0.00018631341269224156,1.8525238850881805e-05,2.0190859482675614e-05
272,5,1.9523258684766298,0.026061210381459962,0.005717345200825181,0.004362462992897366
273,15,2.8074054611059567,0.011870530195949441,0.0007616907457890481,0.000611698529140901
274,8,2.2610540912499744,0.00015119929819819641,1.939622198277174e-05,1.6954270071773753e-05
275,11,3.192257366481802,0.002727880641068756,0.0007114117856639708,0.0006202341673098265
276,8,2.3106425411365232,0.18552680514391828,0.0166179862793307,0.019841984730216138
277,8,2.402249547638233,0.0010875637157220107,6.854849884788803e-05,5.7770138951927205e-05
279,11,3.601894420721164,0.0062601194238336875,0.001190909635370712,0.0019394658606240885
280,15,3.320247435124026,0.1151394178851914,0.019777432978440854,0.015921678108358834
281,15,2.6208465592121497,0.011443642023540436,0.0023161925414298254,0.0022745691518041115
282,8,3.0266782465453597,0.00037650367509503547,0.00010283932897207191,7.980571432280171e-05
283,5,3.9401715655797718,0.0003019705040408883,0.00010763987761988695,8.181388767665517e-05
