epsilon,contaminant_location,replicate,n,hellinger_loss,hellinger_squared_loss,tv_loss
0.16,3.0,0,200000,0.06814636727022497,0.004643927372128389,0.08679230074873229
0.16,3.0,1,200000,0.10074476497848807,0.010149507670570795,0.11752728373859218
0.16,3.0,2,200000,0.07525692359243771,0.005663604548598008,0.09545926874783031
0.16,3.0,3,200000,0.05292385479349792,0.0028009344062032526,0.06945187094196811
0.16,3.5,0,200000,0.08872781814952024,0.007872625713574334,0.09887793921193717
0.16,3.5,1,200000,0.12107905741676246,0.01466013814493166,0.12642120457167172
0.16,3.5,2,200000,0.09767679124285648,0.009540755547500565,0.109567730181852
0.16,3.5,3,200000,0.07119820559992725,0.0050691844806495115,0.0828369794909559
0.16,4.0,0,200000,0.11573475309574582,0.013394533074133248,0.11101082392061701
0.16,4.0,1,200000,0.1453646835542417,0.021130891224824828,0.1307106661737555
0.16,4.0,2,200000,0.12359611369491355,0.015275999320485997,0.11712189311679452
0.16,4.0,3,200000,0.1019597428727216,0.010395789166671502,0.10038519055163385
0.32,-4.0,0,200000,0.27246266932420327,0.07423590617527014,0.2709535584171563
0.32,-4.0,1,200000,0.21568362859692983,0.04651942764473837,0.2310621633746516
0.32,-4.0,2,200000,0.24030708801738507,0.05774749655139525,0.25579159879347185
0.32,-4.0,3,200000,0.2794416343457289,0.07808762700581204,0.27920532231554707
0.32,-3.5,0,200000,0.23485358684305194,0.055156207253046936,0.2508047647377826
0.32,-3.5,1,200000,0.1737894731224336,0.030202780968173068,0.20496283345320782
0.32,-3.5,2,200000,0.2052092251956308,0.042110826105391116,0.24014545929392309
0.32,-3.5,3,200000,0.251814148294542,0.0634103652813056,0.27148036740500375
0.32,-3.0,0,200000,0.20190864259746322,0.04076709995555014,0.23386476028771866
0.32,-3.0,1,200000,0.13996007008416064,0.019588821217963157,0.17912305472871323
0.32,-3.0,2,200000,0.17677975553704917,0.03125108196773887,0.22359336673387292
0.32,-3.0,3,200000,0.22142757800640575,0.0490301723017829,0.255007669383302
0.32,-2.5,0,200000,0.1708213845340717,0.02917994541413719,0.2128037865539485
0.32,-2.5,1,200000,0.11376669575698342,0.012942861063462029,0.14973234590319467
0.32,-2.5,2,200000,0.15597936789733952,0.024329563209653588,0.20351793657476844
0.32,-2.5,3,200000,0.19833991707744444,0.039338722706287535,0.24090391155174645
0.32,-2.0,0,200000,0.14923638756262145,0.022271499372740953,0.1953365108555383
0.32,-2.0,1,200000,0.10027440847432548,0.010054956994875876,0.1290902064807096
0.32,-2.0,2,200000,0.14309430023079273,0.020475978758540247,0.18410939979788124
0.32,-2.0,3,200000,0.1780618735441407,0.03170603081004955,0.22271747844916373
0.32,-1.5,0,200000,0.13313486330976487,0.017724891828509778,0.17653937492262067
0.32,-1.5,1,200000,0.09348591666974555,0.00873961661558261,0.11933678100887027
0.32,-1.5,2,200000,0.13270968999900906,0.017611861819633087,0.1686762209836501
0.32,-1.5,3,200000,0.16373517571559373,0.026809207766616355,0.20755901533227716
0.32,-1.0,0,200000,0.12493010443921014,0.015607530995191953,0.16365853263999902
0.32,-1.0,1,200000,0.09753240021931678,0.009512569092540984,0.12499707501563515
0.32,-1.0,2,200000,0.12345816476421244,0.015241918446947425,0.1580224500714233
0.32,-1.0,3,200000,0.14920844173652703,0.02226315908544258,0.1910170614921153
0.32,-0.5,0,200000,0.12235642744467294,0.014971095337023513,0.15729309799233407
0.32,-0.5,1,200000,0.10503643792290161,0.011032653291531564,0.13519721318163944
0.32,-0.5,2,200000,0.11121524175017897,0.01236882999755075,0.14404796625174346
0.32,-0.5,3,200000,0.13884423597003012,0.019277721862101405,0.17927945964068684
0.32,0.0,0,200000,0.11778277848863689,0.013872782908503304,0.1501243469728626
0.32,0.0,1,200000,0.11387541900407731,0.012967611053354172,0.1464961310826162
0.32,0.0,2,200000,0.10517815426407655,0.011062444134397885,0.13688411956748558
0.32,0.0,3,200000,0.12852750870761107,0.016519320494585037,0.16602885520760682
0.32,0.5,0,200000,0.11434253659663769,0.01307421567535343,0.14553935927730563
0.32,0.5,1,200000,0.1283054275756168,0.01646228274536185,0.16415761129478307
0.32,0.5,2,200000,0.10359270899674206,0.010731449357283682,0.13394488314083655
0.32,0.5,3,200000,0.11681885532446103,0.013646644959317356,0.15067790345981993
0.32,1.0,0,200000,0.10703127797811895,0.01145569446562937,0.13741381135257974
0.32,1.0,1,200000,0.13738113802798077,0.018873577085863104,0.17518543273967555
0.32,1.0,2,200000,0.10531575325189359,0.011091407883013734,0.13497641957014506
0.32,1.0,3,200000,0.10831113334725194,0.01173130160696619,0.1385192622027484
0.32,1.5,0,200000,0.10101599632950377,0.010204231514442318,0.12988232394109597
0.32,1.5,1,200000,0.14568455421796248,0.021223989337686447,0.18561758204876472
0.32,1.5,2,200000,0.11110634159910562,0.012344619143537149,0.14195066555770738
0.32,1.5,3,200000,0.0979385831719277,0.0095919660737246,0.12394507195019151
0.32,2.0,0,200000,0.10094069057318826,0.010189023013392137,0.1299909095069921
0.32,2.0,1,200000,0.15624871819830577,0.02441366193861357,0.20111890633740137
0.32,2.0,2,200000,0.11692766709123771,0.013672079331399314,0.1515091794922171
0.32,2.0,3,200000,0.09043477685627245,0.008178448865043791,0.11367688348619055
0.32,2.5,0,200000,0.11034733035291705,0.012176533316015809,0.14584133243046662
0.32,2.5,1,200000,0.16893497369003044,0.028539025335651277,0.21808787654888498
0.32,2.5,2,200000,0.12845770648784977,0.01650138235611856,0.17033813274519288
0.32,2.5,3,200000,0.09159443966667151,0.008389541377851526,0.11679591061466665
0.32,3.0,0,200000,0.1336184583938581,0.01785389242355119,0.17325779621373527
0.32,3.0,1,200000,0.18836608433107765,0.035481781726222655,0.23395939752518582
0.32,3.0,2,200000,0.14893805360521115,0.022182543811708748,0.19370345047785073
0.32,3.0,3,200000,0.10626657946407791,0.011292585910995186,0.13911188838939753
0.32,3.5,0,200000,0.16543217463560234,0.02736780440466443,0.19718727545280842
0.32,3.5,1,200000,0.21696436705140987,0.047073536570018906,0.24994259339705413
0.32,3.5,2,200000,0.17930598015322377,0.032150634518708275,0.21431334533600477
0.32,3.5,3,200000,0.13787755489149897,0.019010220142858313,0.16827432124768013
0.32,4.0,0,200000,0.2082678136994661,0.043375482223155515,0.2256734678397399
0.32,4.0,1,200000,0.2511004962534707,0.06305145921873925,0.2641209464205918
0.32,4.0,2,200000,0.2192953790678456,0.048090463280510094,0.2380658171551624
0.32,4.0,3,200000,0.1829349821756632,0.033465207703610216,0.20035509404195526
