epsilon,contaminant_location,replicate,n,hellinger_loss,hellinger_squared_loss,tv_loss
0.02,0.0,1,200000,0.008376176968333204,7.016034060483563e-05,0.010083314364705318
0.02,0.0,2,200000,0.006446688385439849,4.155979113896505e-05,0.008170524961310734
0.02,0.0,3,200000,0.0076623489582025965,5.8711591557268415e-05,0.008843331359452332
0.02,0.5,0,200000,0.007696984306498517,5.924356741448446e-05,0.008976081831662276
0.02,0.5,1,200000,0.008234878915879386,6.781323075919484e-05,0.010179283428037733
0.02,0.5,2,200000,0.007505274691447579,5.632914819408355e-05,0.009146956303163133
0.02,0.5,3,200000,0.007655667147520557,5.860923947362554e-05,0.009195115353364572
0.02,1.0,0,200000,0.00774630500107893,6.0005241169740434e-05,0.009344156627639455
0.02,1.0,1,200000,0.008223396864014992,6.76242559830916e-05,0.009586317149821721
0.02,1.0,2,200000,0.006890612971431196,4.748054712205585e-05,0.008662742027882699
0.02,1.0,3,200000,0.0082551692999531,6.814782017088816e-05,0.009221069414932418
0.02,1.5,0,200000,0.006503890042619594,4.23005856864863e-05,0.008348765240197198
0.02,1.5,1,200000,0.009469737377851882,8.967592600548504e-05,0.010710927650511176
0.02,1.5,2,200000,0.007276759425510332,5.2951227736753455e-05,0.009316026852156897
0.02,1.5,3,200000,0.005736235058754699,3.290439264928653e-05,0.006919015723383458
0.02,2.0,0,200000,0.007161397497661251,5.128561411950882e-05,0.008537753976508754
0.02,2.0,1,200000,0.011174898031173995,0.00012487834600713641,0.01333761126651596
0.02,2.0,2,200000,0.0059757730403425776,3.570986342968517e-05,0.007113898628480332
0.02,2.0,3,200000,0.006118935172657443,3.744136764718437e-05,0.006935574829714505
0.02,2.5,0,200000,0.0075228580162623356,5.659339273284248e-05,0.00973816158458138
0.02,2.5,1,200000,0.011926764046376404,0.00014224770061793684,0.013830916918279599
0.02,2.5,2,200000,0.007545861741521161,5.694002942215278e-05,0.0096426784217162
0.02,2.5,3,200000,0.006724949832622097,4.522495025128397e-05,0.008816619491694221
0.02,3.0,0,200000,0.009061049714451678,8.210262192776484e-05,0.010407431342840901
0.02,3.0,1,200000,0.01472378786120085,0.00021678992898164552,0.01590019037036174
0.02,3.0,2,200000,0.011072269664016822,0.00012259515551270718,0.013276075643005975
0.02,3.0,3,200000,0.006451874350025179,4.162668262851282e-05,0.008281724958550118
